127.0.0.1 - - [30/Apr/2023:00:52:51 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:37:31 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:37:34 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4873
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:37:34 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:37:58 +0530] "POST /Servlet HTTP/1.1" 404 758
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:38:47 +0530] "POST /Servlet HTTP/1.1" 404 758
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:38:51 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4864
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:38:51 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:38:52 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4864
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:38:52 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:38:53 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:38:53 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:38:53 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:38:55 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:38:55 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:38:55 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:05 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:05 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:07 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4864
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:07 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:08 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:08 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:08 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:14 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4864
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:14 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:37 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:37 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:37 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:40 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:40 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:40 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:40 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:40 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:42 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:42 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:42 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:42 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:42 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:42 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:42 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:42 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:42 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:42 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:42 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:42 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:43 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:43 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:43 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:52 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4867
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:39:52 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:40:04 +0530] "POST /Servlet HTTP/1.1" 404 758
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:41:59 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:41:59 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:42:01 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4867
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:42:01 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:42:14 +0530] "POST /Servlet HTTP/1.1" 404 758
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:43:31 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:43:31 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:43:33 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4864
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:43:33 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:43:44 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:43:44 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:43:44 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
127.0.0.1 - - [30/Apr/2023:03:52:07 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:52:07 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:52:07 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:52:10 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4864
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:52:10 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:52:13 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:52:13 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4944
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:52:13 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
127.0.0.1 - - [30/Apr/2023:03:53:08 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:53:09 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:53:09 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:53:10 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4864
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:53:10 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:53:15 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:53:15 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4944
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:53:15 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:54:13 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4864
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:54:13 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:55:06 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:55:06 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4944
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:55:06 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:55:41 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4864
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:55:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:56:37 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4909
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:56:37 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:57:20 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:57:20 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 5006
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:57:20 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:57:41 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:57:41 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 5006
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:57:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:57:47 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4909
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:57:47 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:57:48 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4909
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:57:48 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:57:48 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4909
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:57:48 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:58:26 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:58:26 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 5006
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:58:26 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:58:46 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4909
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:58:46 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:58:46 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4909
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:58:46 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:58:46 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4909
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:58:46 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:59:42 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4901
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:59:42 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:59:57 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:59:57 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4998
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:59:57 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:00:47 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:00:47 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4964
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:00:47 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:00:50 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:00:50 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4964
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:00:50 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:00:57 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:00:57 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4964
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:00:57 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:00:57 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:00:57 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4964
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:00:57 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
127.0.0.1 - - [30/Apr/2023:04:02:33 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:02:33 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:02:33 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:02:36 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4855
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:02:36 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:02:39 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:02:39 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4935
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:02:39 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:02:49 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4855
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:02:49 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:03 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:03 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:03 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:30 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:30 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:30 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:32 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:32 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:32 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:34 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4855
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:34 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:36 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:36 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:36 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:38 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4855
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:38 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:39 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:39 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:39 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:40 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4855
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:40 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:42 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:42 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:42 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:43 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4855
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:03:43 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:04:42 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:04:42 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:04:43 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4855
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:04:43 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:04:54 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:04:54 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:04:54 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:04:57 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4855
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:04:57 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:04:58 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:04:58 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:04:58 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:05:13 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:05:13 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:05:14 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4855
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:05:14 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:05:16 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:05:16 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:05:16 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:05:18 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:05:18 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:05:18 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:22:09 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:04:22:09 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
